final_success_rate,learning_curve_auc,rolling_auc,avg_training_return,avg_training_length,avg_repeated_state_rate,avg_unique_states,training_time,evaluation_return_mean,evaluation_episode_length_mean,evaluation_success_length_mean,evaluation_failed_length_mean,evaluation_repeated_state_rate_mean,evaluation_inference_time_mean,checkpoint_500,checkpoint_1000,checkpoint_2000,checkpoint_5000,checkpoint_10000,algorithm,environment,seed
0.0,0.0,0.0,0.0,27.2854,0.6949405725708101,4.496,1.4482290327432565,0.0,100.0,0.0,100.0,1.0,0.0004000727275852114,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,15
0.0,0.0,0.0,0.0,27.3628,0.696467800907007,4.4926,1.4552103492314927,0.0,100.0,0.0,100.0,1.0,0.0004005530682625249,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,16
0.0,0.0,0.0,0.0,27.6025,0.6941261696025826,4.5072,1.4666130076511763,0.0,100.0,0.0,100.0,1.0,0.00040477541647851467,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,17
0.0,0.0,0.0,0.0,27.8434,0.6977694381552219,4.5185,1.4702783109387383,0.0,100.0,0.0,100.0,1.0,0.00039919851592276243,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,18
0.0,0.0,0.0,0.0,27.4316,0.696446674755278,4.4808,1.455287165939808,0.0,100.0,0.0,100.0,1.0,0.0004004135868744925,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,19
0.0,0.0,0.0,0.0,27.3984,0.6950841912139831,4.4954,1.4494803708512336,0.0,100.0,0.0,100.0,1.0,0.0004002404741477221,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,20
0.0,0.0,0.0,0.0,27.3091,0.6939241117462978,4.5176,1.468430581560824,0.0,100.0,0.0,100.0,1.0,0.00040037632535677405,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,21
0.0,0.0,0.0,0.0,27.623,0.6945345608325902,4.5186,1.4615587776061147,0.0,100.0,0.0,100.0,1.0,0.000404650837299414,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,22
0.0,0.0,0.0,0.0,27.5151,0.6936660678774168,4.5062,1.4591270840610377,0.0,100.0,0.0,100.0,1.0,0.000400706349639222,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,23
0.0,0.0,0.0,0.0,27.1346,0.6900294053832551,4.5228,1.436614072707016,0.0,100.0,0.0,100.0,1.0,0.00040167501021642237,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,24
0.0,0.0,0.0,0.0,27.5227,0.6937957705865763,4.4767,1.4962974462541752,0.0,100.0,0.0,100.0,1.0,0.0004008633465273306,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,25
0.0,0.0,0.0,0.0,27.5362,0.6943493353223237,4.5005,1.4505246741464362,0.0,100.0,0.0,100.0,1.0,0.0004003740855259821,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,26
0.0,0.0,0.0,0.0,27.8463,0.696112314406617,4.5331,1.46789014962269,0.0,100.0,0.0,100.0,1.0,0.0004006162591977045,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,27
0.0,0.0,0.0,0.0,27.4852,0.69321529845401,4.4789,1.4609800886828452,0.0,100.0,0.0,100.0,1.0,0.00040494427573867144,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,28
0.0,0.0,0.0,0.0,27.6714,0.6947719092039538,4.4842,1.4673213853966445,0.0,100.0,0.0,100.0,1.0,0.00039711657888256014,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,29
1.0,4094.5,4003.876249529105,0.4095,7.2002,0.26050941712811926,5.7287,0.4138636033167131,1.0,6.0,6.0,0.0,0.0,2.5133479270152748e-05,0.018,0.028,0.052,0.1432,0.4095,combined,frozenlake_4x4,0
1.0,4129.5,4037.195319221786,0.413,7.2126,0.25898121310326316,5.7365,0.3828066846472211,1.0,6.0,6.0,0.0,0.0,2.5303843664005398e-05,0.022,0.023,0.041,0.1496,0.413,combined,frozenlake_4x4,1
1.0,4101.5,4010.7785593898343,0.4102,7.2154,0.2604333370792204,5.6953,0.38412922411225736,1.0,6.0,6.0,0.0,0.0,2.537974435836077e-05,0.022,0.033,0.052,0.1502,0.4102,combined,frozenlake_4x4,2
1.0,4075.5,3980.219793207654,0.4076,7.1249,0.2563644019481329,5.7141,0.38054175343131647,1.0,6.0,6.0,0.0,0.0,2.5708082830533385e-05,0.02,0.025,0.0395,0.1412,0.4076,combined,frozenlake_4x4,3
1.0,4128.5,4034.283877150534,0.4129,7.1989,0.25527118188719417,5.737,0.383759677875787,1.0,6.0,6.0,0.0,0.0,2.4960749433375894e-05,0.01,0.026,0.0465,0.149,0.4129,combined,frozenlake_4x4,4
1.0,4067.5,3982.3494187625442,0.4068,7.2212,0.2606514125954749,5.7165,0.3845855688559823,1.0,6.0,6.0,0.0,0.0,2.546142810024321e-05,0.024,0.026,0.04,0.1474,0.4068,combined,frozenlake_4x4,5
1.0,4099.5,4009.1193316604817,0.41,7.2569,0.25930484331325215,5.7577,0.3845364644075744,1.0,6.0,6.0,0.0,0.0,2.5107999099418522e-05,0.014,0.02,0.041,0.146,0.41,combined,frozenlake_4x4,6
1.0,4113.5,4026.5864578664205,0.4114,7.1568,0.25549657428226485,5.7171,0.3777878792025149,1.0,6.0,6.0,0.0,0.0,2.5329581927508115e-05,0.02,0.031,0.0485,0.1506,0.4114,combined,frozenlake_4x4,7
1.0,4163.5,4068.4363220809364,0.4164,7.1881,0.25864812670409276,5.7367,0.38306569441920146,1.0,6.0,6.0,0.0,0.0,2.525683492422104e-05,0.01,0.029,0.046,0.1622,0.4164,combined,frozenlake_4x4,8
1.0,4090.5,3994.380108590231,0.4091,7.2386,0.26015786286379444,5.7318,0.3848733660997823,1.0,6.0,6.0,0.0,0.0,2.5674164877273142e-05,0.014,0.027,0.0445,0.1444,0.4091,combined,frozenlake_4x4,9
1.0,4016.5,3923.737791290978,0.4017,7.1671,0.25874928330434543,5.7192,0.3803831897675991,1.0,6.0,6.0,0.0,0.0,2.5535900378599764e-05,0.02,0.023,0.042,0.1408,0.4017,combined,frozenlake_4x4,10
1.0,4002.5,3912.760645250873,0.4003,7.1627,0.255917011696596,5.7152,0.3815058298641816,1.0,6.0,6.0,0.0,0.0,2.5046075461432337e-05,0.032,0.023,0.049,0.1402,0.4003,combined,frozenlake_4x4,11
1.0,4002.5,3909.050976778413,0.4003,7.3162,0.26268996896484725,5.7375,0.38921224465593696,1.0,6.0,6.0,0.0,0.0,2.547516976483166e-05,0.018,0.027,0.0355,0.1428,0.4003,combined,frozenlake_4x4,12
1.0,4090.5,3993.753903662724,0.4091,7.1969,0.2568537854853062,5.7341,0.38332192722009495,1.0,6.0,6.0,0.0,0.0,2.525308250915259e-05,0.024,0.023,0.042,0.1418,0.4091,combined,frozenlake_4x4,13
1.0,4078.5,3989.9516271619873,0.4079,7.2038,0.258859612519856,5.7169,0.38340265763690695,1.0,6.0,6.0,0.0,0.0,2.5268467259593308e-05,0.014,0.023,0.0385,0.1444,0.4079,combined,frozenlake_4x4,14
1.0,4028.5,3935.3265857161336,0.4029,7.2369,0.258796630174699,5.7341,0.39936537586618215,1.0,6.0,6.0,0.0,0.0,4.748548287898302e-05,0.026,0.032,0.045,0.1398,0.4029,combined,frozenlake_4x4,15
1.0,4092.5,3998.223285752685,0.4093,7.2292,0.2604134460944186,5.719,0.38617205095943063,1.0,6.0,6.0,0.0,0.0,2.5583498761989177e-05,0.018,0.028,0.0405,0.1512,0.4093,combined,frozenlake_4x4,16
1.0,4052.5,3954.686841373527,0.4053,7.1725,0.25736142908331255,5.7168,0.3788802727358416,1.0,6.0,6.0,0.0,0.0,2.5427512708120048e-05,0.016,0.023,0.039,0.1464,0.4053,combined,frozenlake_4x4,17
1.0,4092.5,4005.624089712971,0.4093,7.3081,0.2627753558446299,5.764,0.38739997043740004,1.0,6.0,6.0,0.0,0.0,2.5132766226306558e-05,0.012,0.019,0.0415,0.1486,0.4093,combined,frozenlake_4x4,18
1.0,4058.5,3969.238282541976,0.4059,7.225,0.2608303273099012,5.7401,0.3834210557397455,1.0,6.0,6.0,0.0,0.0,2.5687843328341842e-05,0.02,0.023,0.0415,0.1482,0.4059,combined,frozenlake_4x4,19
1.0,4104.5,4009.7407052790636,0.4105,7.1658,0.25472300511874807,5.719,0.3811104722553864,1.0,6.0,6.0,0.0,0.0,2.5590862962417305e-05,0.02,0.027,0.0455,0.1456,0.4105,combined,frozenlake_4x4,20
1.0,4119.5,4029.190696546232,0.412,7.2243,0.2621385761622501,5.7272,0.3821605180273764,1.0,6.0,6.0,0.0,0.0,2.530726371333003e-05,0.022,0.019,0.043,0.1508,0.412,combined,frozenlake_4x4,21
1.0,4062.5,3968.6942327223824,0.4063,7.1781,0.2555979099591765,5.7174,0.380147225339897,1.0,6.0,6.0,0.0,0.0,2.5654334225691857e-05,0.018,0.02,0.0425,0.151,0.4063,combined,frozenlake_4x4,22
1.0,4064.5,3972.87,0.4065,7.1684,0.25939275824427677,5.715,0.3806094951578416,1.0,6.0,6.0,0.0,0.0,2.5270329555496574e-05,0.024,0.031,0.0485,0.1512,0.4065,combined,frozenlake_4x4,23
1.0,4076.5,3984.6741765156403,0.4077,7.2013,0.2566410967568655,5.7534,0.37894070433685556,1.0,6.0,6.0,0.0,0.0,2.525472966954112e-05,0.026,0.027,0.0415,0.1452,0.4077,combined,frozenlake_4x4,24
1.0,4057.5,3966.2325,0.4058,7.1263,0.2543722146441322,5.6971,0.3811704622930847,1.0,6.0,6.0,0.0,0.0,2.5620854226872325e-05,0.008,0.02,0.043,0.15,0.4058,combined,frozenlake_4x4,25
1.0,4136.5,4043.25440031612,0.4137,7.1813,0.25708682967145624,5.7276,0.37765836768085137,1.0,6.0,6.0,0.0,0.0,2.537667821161449e-05,0.016,0.02,0.04,0.1498,0.4137,combined,frozenlake_4x4,26
1.0,4117.5,4025.1023715857104,0.4118,7.244,0.25958380581571855,5.7362,0.38117699389113113,1.0,6.0,6.0,0.0,0.0,2.5268899742513895e-05,0.016,0.026,0.048,0.1554,0.4118,combined,frozenlake_4x4,27
1.0,4073.0,3979.447612530702,0.4073,7.2054,0.2559546020304418,5.7394,0.38358866766793653,1.0,6.0,6.0,0.0,0.0,2.5386400404386222e-05,0.026,0.034,0.049,0.1428,0.4073,combined,frozenlake_4x4,28
1.0,4083.5,3988.985266868084,0.4084,7.2275,0.258666290465201,5.7154,0.38630832271883264,1.0,6.0,6.0,0.0,0.0,2.5705978157930076e-05,0.014,0.025,0.0425,0.1412,0.4084,combined,frozenlake_4x4,29
1.0,3344.5,3252.3975,0.3345,21.2798,0.30149302639523073,13.6338,1.1526376948459074,1.0,14.0,14.0,0.0,0.0,5.8539583813399076e-05,0.002,0.003,0.0155,0.102,0.3345,combined,frozenlake_8x8,0
1.0,3696.5,3603.3325,0.3697,21.3112,0.3028294078492475,13.8248,1.1322868128772825,1.0,14.0,14.0,0.0,0.0,5.81682703923434e-05,0.002,0.002,0.0035,0.1032,0.3697,combined,frozenlake_8x8,1
1.0,3631.5,3540.7574999999997,0.3632,21.726,0.3007575249800271,13.9612,1.1496002954663709,1.0,16.0,16.0,0.0,0.0,6.781083426903934e-05,0.004,0.003,0.0095,0.1044,0.3632,combined,frozenlake_8x8,2
1.0,3778.0,3692.195530948122,0.3779,21.7825,0.305532702845732,13.9801,1.1706411966588348,1.0,14.0,14.0,0.0,0.0,5.853493162430823e-05,0.004,0.003,0.0055,0.116,0.3779,combined,frozenlake_8x8,3
1.0,3709.5,3618.3500000000004,0.371,21.3732,0.3012486013893801,13.8687,1.1423731485265307,1.0,16.0,16.0,0.0,0.0,6.54686476336792e-05,0.0,0.0,0.0045,0.1082,0.371,combined,frozenlake_8x8,4
1.0,3616.5,3527.0275,0.3617,21.4688,0.3028641718303208,13.8021,1.1280264740926214,1.0,14.0,14.0,0.0,0.0,5.774783878587186e-05,0.002,0.004,0.006,0.0986,0.3617,combined,frozenlake_8x8,5
1.0,3673.5,3579.1225,0.3674,21.4836,0.3016170799867523,13.8763,1.157345146406442,1.0,14.0,14.0,0.0,0.0,5.704221862833947e-05,0.0,0.001,0.008,0.1034,0.3674,combined,frozenlake_8x8,6
1.0,3757.5,3665.5575,0.3758,21.9426,0.30516071022322067,14.0,1.1593438780400902,1.0,16.0,16.0,0.0,0.0,6.631392310373485e-05,0.008,0.008,0.0115,0.1052,0.3758,combined,frozenlake_8x8,7
1.0,3733.5,3638.69,0.3734,21.2502,0.30292267003640594,13.813,1.117997086897958,1.0,16.0,16.0,0.0,0.0,6.52970593655482e-05,0.002,0.002,0.0065,0.0976,0.3734,combined,frozenlake_8x8,8
1.0,3797.5,3699.8150000000005,0.3798,21.6317,0.3051615240489956,13.9502,1.1358006322407164,1.0,14.0,14.0,0.0,0.0,5.7832834892906245e-05,0.0,0.0,0.004,0.113,0.3798,combined,frozenlake_8x8,9
1.0,3824.5,3730.365,0.3825,21.0334,0.3005765135067511,13.7855,1.1297426467644982,1.0,14.0,14.0,0.0,0.0,5.670274968724698e-05,0.0,0.001,0.0035,0.1114,0.3825,combined,frozenlake_8x8,10
1.0,3807.5,3714.589897318086,0.3808,21.7286,0.3049812285348064,13.9786,1.1391338753164746,1.0,14.0,14.0,0.0,0.0,5.754549545235932e-05,0.006,0.005,0.009,0.102,0.3808,combined,frozenlake_8x8,11
1.0,3663.5,3571.125,0.3664,20.9035,0.3026769978772952,13.659,1.0983725133701228,1.0,14.0,14.0,0.0,0.0,5.7663087849505245e-05,0.0,0.0,0.002,0.0878,0.3664,combined,frozenlake_8x8,12
0.0,0.0,0.0,0.0,12.3421,0.25829254005834323,8.2777,0.6279174276278354,0.0,5.0,0.0,5.0,0.0,2.0891903317533435e-05,0.0,0.0,0.0,0.0,0.0,combined,frozenlake_8x8,13
1.0,3800.5,3704.7500000000005,0.3801,21.1949,0.29884167029495773,13.9469,1.1190613424405456,1.0,14.0,14.0,0.0,0.0,5.804016871843487e-05,0.0,0.002,0.007,0.1054,0.3801,combined,frozenlake_8x8,14
1.0,3607.5,3514.2225,0.3608,20.1313,0.2994130680983402,13.363,1.0613100152113475,1.0,14.0,14.0,0.0,0.0,5.759425787255168e-05,0.0,0.0,0.0025,0.0842,0.3608,combined,frozenlake_8x8,15
1.0,3728.5,3640.5649999999996,0.3729,20.9059,0.3025130109820969,13.6805,1.0996246210415848,1.0,16.0,16.0,0.0,0.0,6.596398644614965e-05,0.002,0.002,0.003,0.0976,0.3729,combined,frozenlake_8x8,16
1.0,3364.5,3269.8025000000002,0.3365,18.5558,0.28757502426772036,12.7214,0.9788510535145178,1.0,14.0,14.0,0.0,0.0,5.782192491460592e-05,0.0,0.0,0.0,0.0414,0.3365,combined,frozenlake_8x8,17
1.0,3438.5,3349.6225000000004,0.3439,21.239,0.3003246553988237,13.6551,1.149611929198727,1.0,14.0,14.0,0.0,0.0,5.7396580465137955e-05,0.0,0.002,0.008,0.1066,0.3439,combined,frozenlake_8x8,18
0.0,0.0,0.0,0.0,12.2067,0.2572804177043522,8.2445,0.6194871031912044,0.0,5.0,0.0,5.0,0.0,2.0885908277705313e-05,0.0,0.0,0.0,0.0,0.0,combined,frozenlake_8x8,19
1.0,3717.5,3622.7675,0.3718,21.5846,0.30314661158713524,13.898,1.1282275659032166,1.0,14.0,14.0,0.0,0.0,5.787848867475986e-05,0.0,0.002,0.0085,0.106,0.3718,combined,frozenlake_8x8,20
1.0,3671.5,3575.705,0.3672,20.9249,0.3011715358945041,13.6699,1.1006498769274913,1.0,14.0,14.0,0.0,0.0,5.73742464184761e-05,0.0,0.001,0.002,0.0926,0.3672,combined,frozenlake_8x8,21
1.0,3806.5,3720.07,0.3807,21.262,0.30111388146280127,13.8711,1.115085578407161,1.0,14.0,14.0,0.0,0.0,5.762617790605873e-05,0.0,0.0,0.003,0.1136,0.3807,combined,frozenlake_8x8,22
0.0,0.0,0.0,0.0,12.2669,0.2607700447666561,8.2698,0.6251243555452675,0.0,5.0,0.0,5.0,0.0,2.1079766214825212e-05,0.0,0.0,0.0,0.0,0.0,combined,frozenlake_8x8,23
1.0,3640.5,3545.3624999999997,0.3641,20.3513,0.2977416296776157,13.4808,1.1040701126912609,1.0,14.0,14.0,0.0,0.0,5.810482043307275e-05,0.0,0.0,0.0005,0.0896,0.3641,combined,frozenlake_8x8,24
1.0,3708.5,3612.3775,0.3709,21.4312,0.301204557603191,13.8814,1.1257920858333819,1.0,14.0,14.0,0.0,0.0,5.787673522718251e-05,0.002,0.005,0.011,0.1062,0.3709,combined,frozenlake_8x8,25
1.0,3744.5,3651.3660174228316,0.3745,21.2185,0.30391693726304203,13.8298,1.1122328314813785,1.0,14.0,14.0,0.0,0.0,5.722689849790186e-05,0.002,0.001,0.004,0.0986,0.3745,combined,frozenlake_8x8,26
1.0,3748.5,3654.3275,0.3749,21.6768,0.304715083938052,13.915,1.1368729075766169,1.0,14.0,14.0,0.0,0.0,5.669358081649989e-05,0.004,0.006,0.0135,0.1084,0.3749,combined,frozenlake_8x8,27
1.0,3687.5,3596.0465626941536,0.3688,21.2363,0.30405162064701163,13.7389,1.1089612960349768,1.0,14.0,14.0,0.0,0.0,5.745124910026789e-05,0.002,0.001,0.0065,0.0962,0.3688,combined,frozenlake_8x8,28
1.0,3888.5,3793.005,0.3889,21.5783,0.3057551107323664,13.9505,1.1386354477144778,1.0,14.0,14.0,0.0,0.0,5.760839721187949e-05,0.0,0.0,0.0075,0.1118,0.3889,combined,frozenlake_8x8,29
0.004,37.0,34.7275,0.0037,21.8905,0.4270161849979555,10.8936,1.1880577860865742,0.004,14.292,31.5,14.22289156626506,0.34163140114279905,5.943397816736251e-05,0.0,0.002,0.003,0.002,0.0037,combined,frozenlake_8x8_stochastic,0
0.006,34.0,34.0,0.0034,21.7691,0.42664023176072513,10.8889,1.161631032358855,0.006,15.136,37.666666666666664,15.0,0.3393254016026159,6.384939537383616e-05,0.004,0.002,0.001,0.0028,0.0034,combined,frozenlake_8x8_stochastic,1
0.006,49.0,49.43469407611506,0.0049,21.9314,0.4311491556847248,10.9506,1.161017268372234,0.006,12.848,24.0,12.780684104627767,0.30556384087092736,5.43191876495257e-05,0.01,0.005,0.0035,0.0034,0.0049,combined,frozenlake_8x8_stochastic,2
0.004,20.0,19.240000000000002,0.002,21.8973,0.42434106045098724,10.969,1.163410404289607,0.004,13.34,23.5,13.299196787148594,0.31596404723186233,5.614492075983435e-05,0.002,0.002,0.002,0.002,0.002,combined,frozenlake_8x8_stochastic,3
0.016,38.0,35.364999999999995,0.0038,22.0015,0.43164136739289877,10.8895,1.2047239509411156,0.016,14.166,31.75,13.880081300813009,0.32464067969960086,5.869576812256128e-05,0.004,0.004,0.003,0.0026,0.0038,combined,frozenlake_8x8_stochastic,4
0.012,30.0,29.255,0.003,22.9611,0.45702513980922593,10.943,1.2198019922943786,0.012,17.058,27.5,16.931174089068826,0.4536072379097271,7.141801191028207e-05,0.0,0.0,0.0005,0.0014,0.003,combined,frozenlake_8x8_stochastic,5
0.002,36.0,34.83,0.0036,21.684,0.4238957012849984,10.8713,1.1506005409755744,0.002,12.998,28.0,12.967935871743487,0.3202455942978994,5.4774958174675705e-05,0.0,0.001,0.001,0.0026,0.0036,combined,frozenlake_8x8_stochastic,6
0.0,22.0,22.0,0.0022,22.0479,0.4334595429032509,10.9056,1.1679945972864516,0.0,14.85,0.0,14.85,0.36921115125222875,6.170628336258232e-05,0.0,0.001,0.001,0.0018,0.0022,combined,frozenlake_8x8_stochastic,7
0.012,29.0,28.8375,0.0029,22.1716,0.4482250908368656,10.8347,1.1780060197925195,0.012,14.78,24.666666666666668,14.65991902834008,0.36272588055671623,6.190755614079535e-05,0.0,0.002,0.002,0.002,0.0029,combined,frozenlake_8x8_stochastic,8
0.012,41.0,40.68097842548069,0.0041,21.8706,0.42724215550431266,10.9145,1.1538705310085788,0.012,13.878,29.5,13.68825910931174,0.322970491229221,5.838149623014033e-05,0.002,0.004,0.0035,0.0034,0.0041,combined,frozenlake_8x8_stochastic,9
0.01,33.0,32.894999999999996,0.0033,21.7067,0.42804438586836513,10.8304,1.1521856410545297,0.01,15.058,29.4,14.913131313131313,0.3361283497731963,6.33521779673174e-05,0.002,0.005,0.0035,0.0028,0.0033,combined,frozenlake_8x8_stochastic,10
0.016,45.0,44.27102216441524,0.0045,21.7809,0.42908608950599136,10.8322,1.1939395820372738,0.016,15.4,27.625,15.201219512195122,0.330596062845583,6.420115951914341e-05,0.008,0.005,0.0035,0.004,0.0045,combined,frozenlake_8x8_stochastic,11
0.004,24.0,23.622499999999995,0.0024,21.5916,0.4271840919539879,10.8434,1.1393390037119389,0.004,14.774,32.0,14.704819277108435,0.3398069443728199,6.142567447386682e-05,0.0,0.0,0.001,0.002,0.0024,combined,frozenlake_8x8_stochastic,12
0.008,25.0,23.432499999999997,0.0025,21.6797,0.4277458756199952,10.8115,1.147406198841054,0.008,14.256,25.5,14.165322580645162,0.3179233811852277,5.960652546491474e-05,0.0,0.0,0.0015,0.0024,0.0025,combined,frozenlake_8x8_stochastic,13
0.006,32.0,32.61042286992513,0.0032,21.6224,0.4250364223135671,10.8741,1.1486855923430994,0.006,13.178,31.333333333333332,13.06841046277666,0.30735107703126,5.602075124625116e-05,0.004,0.004,0.003,0.003,0.0032,combined,frozenlake_8x8_stochastic,14
0.008,31.0,31.659233773057323,0.0031,22.5104,0.4548335977156571,10.7863,1.195221513393335,0.008,15.894,22.75,15.838709677419354,0.4092029872708024,6.718893721699715e-05,0.002,0.002,0.0025,0.002,0.0031,combined,frozenlake_8x8_stochastic,15
0.0,27.0,26.9525,0.0027,21.7747,0.4258078156408783,10.8567,1.1511854191194288,0.0,15.47,0.0,15.47,0.3786951193598677,6.474269565660506e-05,0.002,0.001,0.002,0.0022,0.0027,combined,frozenlake_8x8_stochastic,16
0.012,42.0,42.0,0.0042,22.0765,0.433005875638693,10.8497,1.1990006015403196,0.012,15.926,29.666666666666668,15.759109311740891,0.37194007485295155,6.682465074118226e-05,0.0,0.001,0.001,0.002,0.0042,combined,frozenlake_8x8_stochastic,17
0.008,34.0,34.03897123161548,0.0034,22.2937,0.4298070798949255,10.9379,1.183301443932578,0.008,14.128,25.75,14.034274193548388,0.31344477054425623,5.932517442852259e-05,0.004,0.004,0.003,0.002,0.0034,combined,frozenlake_8x8_stochastic,18
0.006,23.0,22.595,0.0023,22.5053,0.4406474683864659,10.9068,1.19851079484215,0.006,13.974,23.666666666666668,13.915492957746478,0.3337150539664919,5.887072370387614e-05,0.004,0.006,0.004,0.0028,0.0023,combined,frozenlake_8x8_stochastic,19
0.006,21.0,21.012960906136605,0.0021,21.8682,0.42911393366846967,10.8324,1.158103671448771,0.006,14.038,28.333333333333332,13.951710261569417,0.31153443173928724,5.856941628735513e-05,0.006,0.003,0.003,0.003,0.0021,combined,frozenlake_8x8_stochastic,20
0.02,25.0,24.0,0.0025,22.1245,0.43387105437113277,10.8497,1.1691007539629936,0.02,15.064,29.3,14.773469387755101,0.3201701971925944,6.287440902087837e-05,0.002,0.002,0.0015,0.002,0.0025,combined,frozenlake_8x8_stochastic,21
0.008,36.0,33.37416266076805,0.0036,21.8497,0.43325033095706683,10.761,1.1530059789074585,0.008,14.294,28.0,14.183467741935484,0.32587089456246454,0.00011923241696786135,0.002,0.002,0.002,0.0028,0.0036,combined,frozenlake_8x8_stochastic,22
0.004,22.0,21.18,0.0022,21.9152,0.4325306861695727,10.8309,1.1597142516402528,0.004,13.95,23.5,13.911646586345382,0.3138646647499689,5.838968139141798e-05,0.0,0.0,0.001,0.0018,0.0022,combined,frozenlake_8x8_stochastic,23
0.012,37.0,35.59364889555285,0.0037,21.9044,0.42386251056464896,10.865,1.1541476391721517,0.012,13.498,24.333333333333332,13.366396761133604,0.3190445615353858,5.6636328576132656e-05,0.002,0.002,0.0015,0.0028,0.0037,combined,frozenlake_8x8_stochastic,24
0.016,44.0,42.287499999999994,0.0044,21.6245,0.42298111842155867,10.9034,1.1386745455674827,0.016,14.24,32.5,13.94308943089431,0.32847630672472994,5.951150762848556e-05,0.0,0.002,0.0025,0.0026,0.0044,combined,frozenlake_8x8_stochastic,25
0.002,24.0,24.000718005080675,0.0024,22.0136,0.4421854389594735,10.8,1.1670306236483157,0.002,17.014,25.0,16.997995991983966,0.42612008021038517,7.144684041850269e-05,0.002,0.001,0.0015,0.0024,0.0024,combined,frozenlake_8x8_stochastic,26
0.016,30.0,32.06719761478811,0.003,21.6976,0.43080336712875944,10.7723,1.18784581014188,0.016,14.502,28.125,14.28048780487805,0.32068838287096507,6.077709572855383e-05,0.004,0.004,0.003,0.0018,0.003,combined,frozenlake_8x8_stochastic,27
0.004,34.0,33.1275,0.0034,21.3362,0.4216595968449632,10.8025,1.1268292307504453,0.004,14.86,72.5,14.6285140562249,0.3428116913402888,6.211547506973148e-05,0.002,0.002,0.0025,0.0026,0.0034,combined,frozenlake_8x8_stochastic,28
0.004,26.0,26.0,0.0026,21.8159,0.4292341722134989,10.858,1.1506799468188547,0.004,14.19,29.5,14.1285140562249,0.3364242301204996,5.8458324056118726e-05,0.004,0.002,0.002,0.0028,0.0026,combined,frozenlake_8x8_stochastic,29
0.0,0.0,0.0,0.0,3.917,0.21013065756746754,3.5461,0.19782725477125496,0.0,2.0,0.0,2.0,0.0,8.652254124172033e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,0
0.0,0.0,0.0,0.0,3.9199,0.21386104990598778,3.5414,0.19700393814127892,0.0,2.0,0.0,2.0,0.0,8.679761318489909e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,1
0.0,0.0,0.0,0.0,3.9723,0.22167471206458472,3.532,0.20052477740682662,0.0,2.0,0.0,2.0,0.0,8.83953704033047e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,2
0.0,0.0,0.0,0.0,3.9675,0.2172586682710686,3.5451,0.19955251889768988,0.0,2.0,0.0,2.0,0.0,8.7036449695006e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,3
0.0,0.0,0.0,0.0,3.9895,0.21527555041912375,3.556,0.20246476860484108,0.0,2.0,0.0,2.0,0.0,8.583408896811307e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,4
0.0,0.0,0.0,0.0,3.9821,0.2149261230782262,3.5524,0.20109989418415353,0.0,2.0,0.0,2.0,0.0,8.71841993648559e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,5
0.0,0.0,0.0,0.0,3.9982,0.21763126991370468,3.5649,0.20150374138029292,0.0,2.0,0.0,2.0,0.0,8.802259457297623e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,6
0.0,0.0,0.0,0.0,3.9618,0.2147407688440454,3.5448,0.20104205521056429,0.0,2.0,0.0,2.0,0.0,8.693346870131791e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,7
0.0,0.0,0.0,0.0,3.9417,0.2149307366439551,3.5426,0.19981409015599638,0.0,2.0,0.0,2.0,0.0,8.734141709282995e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,8
0.0,0.0,0.0,0.0,3.9921,0.21693349360694084,3.5556,0.20061941561289132,0.0,2.0,0.0,2.0,0.0,8.652063086628914e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,9
0.0,0.0,0.0,0.0,3.9471,0.21333276933009956,3.5478,0.20119730243459344,0.0,2.0,0.0,2.0,0.0,8.732593967579304e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,10
0.0,0.0,0.0,0.0,3.9307,0.21367466287258743,3.5368,0.19777126418193802,0.0,2.0,0.0,2.0,0.0,8.921831729821861e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,11
